brake,transmission,tire,speed,car_model,result
brake3,transmission3,tire1,50,etkc,1
brake3,transmission3,tire2,50,etkc,1
brake3,transmission3,tire3,50,etkc,1
brake1,transmission1,tire1,55,etkc,1
brake1,transmission1,tire2,55,etkc,0
brake1,transmission1,tire3,55,etkc,1
brake1,transmission2,tire1,55,etkc,1
brake1,transmission2,tire2,55,etkc,1
brake1,transmission2,tire3,55,etkc,1
brake1,transmission3,tire1,55,etkc,1
brake1,transmission3,tire2,55,etkc,0
brake1,transmission3,tire3,55,etkc,1
brake2,transmission1,tire1,55,etkc,1
brake2,transmission1,tire2,55,etkc,0
brake2,transmission1,tire3,55,etkc,1
brake2,transmission2,tire1,55,etkc,1
brake2,transmission2,tire2,55,etkc,1
brake2,transmission2,tire3,55,etkc,0
brake2,transmission3,tire1,55,etkc,1
brake2,transmission3,tire2,55,etkc,1
brake2,transmission3,tire3,55,etkc,0
brake3,transmission1,tire1,55,etkc,1
brake3,transmission1,tire2,55,etkc,0
brake3,transmission1,tire3,55,etkc,0
brake3,transmission2,tire1,55,etkc,1
brake3,transmission2,tire2,55,etkc,0
brake3,transmission2,tire3,55,etkc,1
brake3,transmission3,tire1,55,etkc,0
brake3,transmission3,tire2,55,etkc,1
brake3,transmission3,tire3,55,etkc,0
brake1,transmission1,tire1,60,etkc,1
brake1,transmission1,tire2,60,etkc,0
brake1,transmission1,tire3,60,etkc,1
brake1,transmission2,tire1,60,etkc,1
brake1,transmission2,tire2,60,etkc,1
brake1,transmission2,tire3,60,etkc,0
brake1,transmission3,tire1,60,etkc,1
brake1,transmission3,tire2,60,etkc,0
brake1,transmission3,tire3,60,etkc,0
brake2,transmission1,tire1,60,etkc,1
brake2,transmission1,tire2,60,etkc,0
brake2,transmission1,tire3,60,etkc,0
brake2,transmission2,tire1,60,etkc,1
brake2,transmission2,tire2,60,etkc,1
brake2,transmission2,tire3,60,etkc,0
brake2,transmission3,tire1,60,etkc,0
brake2,transmission3,tire2,60,etkc,1
brake2,transmission3,tire3,60,etkc,1
brake3,transmission1,tire1,60,etkc,1
brake3,transmission1,tire2,60,etkc,1
brake3,transmission1,tire3,60,etkc,1
brake3,transmission2,tire1,60,etkc,1
brake3,transmission2,tire2,60,etkc,0
brake3,transmission2,tire3,60,etkc,0
brake3,transmission3,tire1,60,etkc,1
brake3,transmission3,tire2,60,etkc,1
brake3,transmission3,tire3,60,etkc,0
brake1,transmission1,tire1,65,etkc,0
brake1,transmission1,tire2,65,etkc,0
brake1,transmission1,tire3,65,etkc,0
brake1,transmission2,tire1,65,etkc,1
brake1,transmission2,tire2,65,etkc,1
brake1,transmission2,tire3,65,etkc,0
brake1,transmission3,tire1,65,etkc,0
brake1,transmission3,tire2,65,etkc,1
brake1,transmission3,tire3,65,etkc,0
brake2,transmission1,tire1,65,etkc,1
brake2,transmission1,tire2,65,etkc,1
brake2,transmission1,tire3,65,etkc,1
brake2,transmission2,tire1,65,etkc,1
brake2,transmission2,tire2,65,etkc,0
brake2,transmission2,tire3,65,etkc,1
brake2,transmission3,tire1,65,etkc,1
brake2,transmission3,tire2,65,etkc,1
brake2,transmission3,tire3,65,etkc,0
brake3,transmission1,tire1,65,etkc,1
brake3,transmission1,tire2,65,etkc,1
brake3,transmission1,tire3,65,etkc,1
brake3,transmission2,tire1,65,etkc,1
brake3,transmission2,tire2,65,etkc,0
brake3,transmission2,tire3,65,etkc,0
brake3,transmission3,tire1,65,etkc,1
brake3,transmission3,tire2,65,etkc,0
brake3,transmission3,tire3,65,etkc,1
brake1,transmission1,tire1,70,etkc,1
brake1,transmission1,tire2,70,etkc,1
brake1,transmission1,tire3,70,etkc,1
brake1,transmission2,tire1,70,etkc,1
brake1,transmission2,tire2,70,etkc,1
brake1,transmission2,tire3,70,etkc,1
brake1,transmission3,tire1,70,etkc,0
brake1,transmission3,tire2,70,etkc,0
brake1,transmission3,tire3,70,etkc,1
brake2,transmission1,tire1,70,etkc,1
brake2,transmission1,tire2,70,etkc,1
brake2,transmission1,tire3,70,etkc,0
brake2,transmission2,tire1,70,etkc,0
brake2,transmission2,tire2,70,etkc,0
brake2,transmission2,tire3,70,etkc,1
brake2,transmission3,tire1,70,etkc,1
brake2,transmission3,tire2,70,etkc,1
brake2,transmission3,tire3,70,etkc,1
brake3,transmission1,tire1,70,etkc,0
brake3,transmission1,tire2,70,etkc,1
brake3,transmission1,tire3,70,etkc,1
brake3,transmission2,tire1,70,etkc,1
brake3,transmission2,tire2,70,etkc,1
brake3,transmission2,tire3,70,etkc,1
brake3,transmission3,tire1,70,etkc,1
brake3,transmission3,tire2,70,etkc,0
brake3,transmission3,tire3,70,etkc,1
brake1,transmission1,tire1,75,etkc,0
brake1,transmission1,tire2,75,etkc,0
brake1,transmission1,tire3,75,etkc,0
brake1,transmission2,tire1,75,etkc,0
brake1,transmission2,tire2,75,etkc,0
brake1,transmission2,tire3,75,etkc,0
brake1,transmission3,tire1,75,etkc,0
brake1,transmission3,tire2,75,etkc,0
brake1,transmission3,tire3,75,etkc,0
brake2,transmission1,tire1,75,etkc,0
brake2,transmission1,tire2,75,etkc,0
brake2,transmission1,tire3,75,etkc,0
brake2,transmission2,tire1,75,etkc,0
brake2,transmission2,tire2,75,etkc,0
brake2,transmission2,tire3,75,etkc,0
brake2,transmission3,tire1,75,etkc,0
brake2,transmission3,tire2,75,etkc,0
brake2,transmission3,tire3,75,etkc,0
brake3,transmission1,tire1,75,etkc,0
brake3,transmission1,tire2,75,etkc,0
brake3,transmission1,tire3,75,etkc,0
brake3,transmission2,tire1,75,etkc,0
brake3,transmission2,tire2,75,etkc,0
brake3,transmission2,tire3,75,etkc,0
brake3,transmission3,tire1,75,etkc,0
brake3,transmission3,tire2,75,etkc,0
brake3,transmission3,tire3,75,etkc,0
brake1,transmission1,tire1,80,etkc,0
brake1,transmission1,tire2,80,etkc,0
brake1,transmission1,tire3,80,etkc,0
brake1,transmission2,tire1,80,etkc,0
brake1,transmission2,tire2,80,etkc,0
brake1,transmission2,tire3,80,etkc,0
brake1,transmission3,tire1,80,etkc,0
brake1,transmission3,tire2,80,etkc,0
brake1,transmission3,tire3,80,etkc,0
brake2,transmission1,tire1,80,etkc,0
brake2,transmission1,tire2,80,etkc,0
brake2,transmission1,tire3,80,etkc,0
brake2,transmission2,tire1,80,etkc,0
brake2,transmission2,tire2,80,etkc,0
brake2,transmission2,tire3,80,etkc,0
brake2,transmission3,tire1,80,etkc,0
brake2,transmission3,tire2,80,etkc,0
brake2,transmission3,tire3,80,etkc,0
brake3,transmission1,tire1,80,etkc,0
brake3,transmission1,tire2,80,etkc,0
brake3,transmission1,tire3,80,etkc,0
brake3,transmission2,tire1,80,etkc,0
brake3,transmission2,tire2,80,etkc,0
brake3,transmission2,tire3,80,etkc,0
brake3,transmission3,tire1,80,etkc,0
brake3,transmission3,tire2,80,etkc,0
brake3,transmission3,tire3,80,etkc,0
